name,new_name,description,filter,scale,formula,comment
UNC_CHA_PIPE_REJECT.IDX_INPIPE,,,,,,
UNC_CHA_PIPE_REJECT.SETMATCHENTRYWSCT,,,,,,
UNC_CHA_PIPE_REJECT.ALLRSFWAYS_RES,,,,,,
UNC_CHA_PIPE_REJECT.RRQ_SETMATCH_VICP,,,,,,
UNC_CHA_PIPE_REJECT.ISMQ_SETMATCH_VICP,,,,,,
UNC_CHA_PIPE_REJECT.SF_WAYS_RES,,,,,,
UNC_CHA_PIPE_REJECT.LLC_WAYS_RES,,,,,,
UNC_CHA_PIPE_REJECT.NOTALLOWSNOOP,,,,,,
UNC_CHA_PIPE_REJECT.TOPA_MATCH,,,,,,
UNC_CHA_PIPE_REJECT.IVEGRCREDIT,,,,,,
UNC_CHA_PIPE_REJECT.BLEGRCREDIT,,,,,,
UNC_CHA_PIPE_REJECT.ADEGRCREDIT,,,,,,
UNC_CHA_PIPE_REJECT.AKEGRCREDIT,,,,,,
UNC_CHA_PIPE_REJECT.HACREDIT,,,,,,
UNC_CHA_PIPE_REJECT.VN_AD_REQ,,,,,,
UNC_CHA_PIPE_REJECT.VN_AD_RSP,,,,,,
UNC_CHA_PIPE_REJECT.VN_BL_RSP,,,,,,
UNC_CHA_PIPE_REJECT.VN_BL_WB,,,,,,
UNC_CHA_PIPE_REJECT.VN_BL_NCB,,,,,,
UNC_CHA_PIPE_REJECT.VN_BL_NCS,,,,,,
UNC_CHA_READ_NO_CREDITS.MC0,,,,,,
UNC_CHA_READ_NO_CREDITS.MC1,,,,,,
UNC_CHA_READ_NO_CREDITS.MC2,,,,,,
UNC_CHA_READ_NO_CREDITS.MC3,,,,,,
UNC_CHA_READ_NO_CREDITS.MC4,,,,,,
UNC_CHA_READ_NO_CREDITS.MC5,,,,,,
UNC_CHA_READ_NO_CREDITS.MC6,,,,,,
UNC_CHA_READ_NO_CREDITS.MC7,,,,,,
UNC_CHA_READ_NO_CREDITS.MC8,,,,,,
UNC_CHA_READ_NO_CREDITS.MC9,,,,,,
UNC_CHA_READ_NO_CREDITS.MC10,,,,,,
UNC_CHA_READ_NO_CREDITS.MC11,,,,,,
UNC_CHA_READ_NO_CREDITS.MC12,,,,,,
UNC_CHA_READ_NO_CREDITS.MC13,,,,,,
UNC_CHA_RxC_INSERTS.IRQ,,,,,,
UNC_CHA_RxC_INSERTS.IRQ_REJ,,,,,,
UNC_CHA_RxC_INSERTS.PRQ,,,,,,
UNC_CHA_RxC_INSERTS.PRQ_REJ,,,,,,
UNC_CHA_RxC_IRQ0_REJECT.AD_REQ_VN0,,,,,,
UNC_CHA_RxC_IRQ0_REJECT.AD_RSP_VN0,,,,,,
UNC_CHA_RxC_IRQ0_REJECT.BL_RSP_VN0,,,,,,
UNC_CHA_RxC_IRQ0_REJECT.BL_WB_VN0,,,,,,
UNC_CHA_RxC_IRQ0_REJECT.BL_NCB_VN0,,,,,,
UNC_CHA_RxC_IRQ0_REJECT.BL_NCS_VN0,,,,,,
UNC_CHA_RxC_IRQ0_REJECT.AK_NON_UPI,,,,,,
UNC_CHA_RxC_IRQ0_REJECT.IV_NON_UPI,,,,,,
UNC_CHA_RxC_IRQ1_REJECT.ANY0,,,,,,
UNC_CHA_RxC_IRQ1_REJECT.HA,,,,,,
UNC_CHA_RxC_IRQ1_REJECT.LLC_VICTIM,,,,,,
