Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsUntilRenderComplete,MsUntilDisplayed,QPCTime
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.253258,7.930,16.701,2.532,11.347,27.833,27537951919
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.273333,8.437,8.349,0.323,0.604,7.758,27538152668
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,26.267017,8.187,8.349,0.121,0.684,14.108,27538089512
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.261954,8.696,8.353,2.688,11.369,27.490,27538038874
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.281676,8.344,8.353,0.238,0.396,7.767,27538236104
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.271328,9.374,8.335,2.019,10.515,26.451,27538132617
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.290070,8.394,8.335,0.170,0.957,7.708,27538320042
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,26.284146,17.128,16.697,0.205,0.443,13.676,27538260794
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.280303,8.975,8.337,1.855,11.166,25.813,27538222369
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.298448,8.377,8.337,0.193,0.546,7.668,27538403814
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.289569,9.266,8.354,1.960,10.385,24.901,27538315033
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.306713,8.265,8.354,0.252,0.725,7.758,27538486465
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.298693,9.123,8.338,1.277,10.017,24.116,27538406268
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.315242,8.530,8.338,0.225,1.386,7.566,27538571760
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,26.310133,25.987,25.024,0.155,0.368,12.714,27538520664
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.306602,7.909,8.344,2.139,11.389,24.551,27538485358
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.323519,8.277,8.344,0.218,0.784,7.634,27538654527
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,26.317723,7.590,8.337,0.194,0.718,13.460,27538596567
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.315303,8.701,8.340,2.716,11.350,24.190,27538572371
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.331627,8.108,8.340,0.186,0.438,7.866,27538735611
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.324521,9.218,8.357,2.159,10.641,23.328,27538664550
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.339923,8.296,8.357,0.161,0.649,7.927,27538818566
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.332695,8.174,8.368,2.506,10.849,23.523,27538746291
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.348352,8.429,8.368,0.222,0.557,7.866,27538902857
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.341795,9.099,8.321,1.782,10.435,22.744,27538837285
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.356820,8.468,8.321,0.239,0.751,7.718,27538987540
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.350642,8.848,8.354,1.602,10.640,22.251,27538925762
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.365100,8.280,8.354,0.183,0.439,7.793,27539070343
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,26.360200,42.477,41.760,0.184,0.925,12.743,27539021337
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.360250,9.608,8.320,1.059,9.575,20.963,27539021842
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.373411,8.311,8.320,0.173,0.674,7.802,27539153449
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.367910,7.660,8.354,1.939,10.256,21.657,27539098440
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.381666,8.255,8.354,0.174,0.704,7.900,27539236003
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.376318,8.408,8.345,1.880,10.601,21.594,27539182519
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.390255,8.589,8.345,0.181,0.897,7.657,27539321890
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,26.383892,23.692,25.002,0.152,0.729,14.053,27539258255
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.384168,7.850,8.343,2.770,11.643,22.087,27539261017
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.398454,8.199,8.343,0.166,1.559,7.801,27539403884
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.393960,9.793,8.345,1.837,10.639,20.640,27539358942
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.406883,8.428,8.345,1.202,1.971,7.718,27539488167
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,26.400287,16.395,16.722,0.128,1.426,14.380,27539422205
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.401997,8.037,8.341,2.635,10.946,20.945,27539439312
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.415237,8.355,8.341,0.245,1.958,7.705,27539571714
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.411260,9.262,8.347,1.706,9.994,20.030,27539531937
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.423587,8.349,8.347,0.231,1.918,7.703,27539655205
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.419011,7.752,8.349,2.254,10.621,20.627,27539609453
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.431804,8.217,8.349,0.161,1.954,7.835,27539737378
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.427642,8.631,8.334,1.975,10.517,20.331,27539695761
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.440299,8.495,8.334,0.714,2.046,7.674,27539822328
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.435619,7.977,8.341,2.566,11.390,20.695,27539775527
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.448527,8.228,8.341,0.235,0.684,7.787,27539904606
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,26.442746,42.459,41.716,0.111,1.325,13.637,27539846794
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.444522,8.904,8.328,2.502,10.786,20.119,27539864563
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.456936,8.410,8.328,0.321,0.665,7.705,27539988702
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.452972,8.450,8.340,2.366,10.792,20.010,27539949062
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.465158,8.222,8.340,0.205,0.718,7.824,27540070921
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.462119,9.147,8.373,1.651,9.986,19.236,27540040530
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.473559,8.401,8.373,0.727,0.723,7.796,27540154930
AMD Ryzen Master.exe,16864,0x0000000000000000,Other,-1,0,0,Composed: Copy with GPU GDI,0,26.474693,918.652,926.238,0.000,0.958,23.385,27540166266
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.470436,8.317,16.723,1.700,10.965,27.642,27540123698
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.490258,16.699,16.723,0.753,0.687,7.820,27540321917
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,26.483719,40.974,41.729,0.164,0.472,14.392,27540256533
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.478495,8.059,8.302,2.929,11.890,27.884,27540204290
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.498609,8.351,8.302,0.185,0.460,7.770,27540405429
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.487491,8.995,8.347,3.222,11.660,27.235,27540294245
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.506889,8.280,8.347,0.151,1.005,7.837,27540488231
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,26.500652,16.933,16.650,0.211,0.906,14.110,27540425862
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.496820,9.330,8.342,2.544,11.298,26.247,27540387543
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.515204,8.315,8.342,0.181,0.943,7.863,27540571384
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.505366,8.546,8.337,2.751,11.004,26.038,27540473002
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.523598,8.394,8.337,0.585,1.176,7.806,27540655320
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.513950,8.583,8.361,2.446,11.016,25.815,27540558835
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.531873,8.275,8.361,0.144,0.926,7.891,27540738074
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,26.526310,25.658,25.048,0.105,0.940,13.500,27540682438
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.522376,8.427,8.319,2.645,11.415,25.708,27540643102
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.540345,8.472,8.319,0.559,0.817,7.739,27540822790
AMD Ryzen Master.exe,16864,0x0000000000000000,Other,-1,0,0,Composed: Copy with GPU GDI,0,26.539674,64.982,58.349,0.000,2.153,16.752,27540816083
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.531139,8.762,8.342,2.668,11.592,25.288,27540730724
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.548543,8.198,8.342,0.163,1.511,7.884,27540904766
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.539960,8.822,8.361,2.786,11.059,24.828,27540818939
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.556874,8.332,8.361,0.544,1.484,7.913,27540988083
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.548555,8.595,8.355,2.483,10.964,24.587,27540904893
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.565161,8.286,8.355,0.230,1.767,7.982,27541070945
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.557091,8.535,8.343,2.446,11.285,24.394,27540990248
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.573799,8.638,8.343,0.210,0.565,7.686,27541157325
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,26.567123,40.813,41.706,0.203,1.081,14.393,27541090571
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.565503,8.412,8.334,2.895,11.313,24.315,27541074373
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.581916,8.117,8.334,0.152,0.820,7.903,27541238498
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.577701,12.198,8.347,0.308,7.425,20.464,27541196354
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.590415,8.499,8.347,0.839,0.793,7.751,27541323489
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.583907,6.205,8.360,1.226,9.799,22.620,27541258406
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.598615,8.200,8.360,0.183,0.531,7.912,27541405487
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.591650,7.744,8.345,2.076,10.940,23.221,27541335843
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.607013,8.398,8.345,0.153,1.047,7.859,27541489470
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.600048,8.398,8.330,2.563,11.379,23.154,27541419823
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.615351,8.338,8.330,0.146,1.394,7.851,27541572851
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,26.609124,42.001,41.728,0.124,1.373,14.120,27541510580
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.609131,9.083,8.329,2.319,10.532,22.400,27541510649
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.623706,8.355,8.329,0.225,1.416,7.825,27541656398
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.617229,8.098,8.370,2.451,10.801,22.673,27541591626
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.631953,8.247,8.370,0.141,1.474,7.949,27541738866
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.625695,8.466,8.339,2.365,10.613,22.546,27541676285
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.640395,8.443,8.339,0.312,1.268,7.846,27541823292
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.633977,8.282,8.332,2.348,10.834,22.597,27541759105
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.648688,8.293,8.332,0.183,1.426,7.885,27541906220
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.642551,8.574,8.372,2.291,11.000,22.394,27541844849
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.657136,8.448,8.372,0.284,0.624,7.809,27541990702
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,26.650620,41.496,41.734,0.140,2.013,14.358,27541925544
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.651004,8.453,8.330,2.562,10.837,22.271,27541929379
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.665365,8.228,8.330,0.155,0.667,7.911,27542072985
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.659696,8.692,8.330,2.163,10.453,21.909,27542016303
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.673822,8.458,8.330,0.164,0.456,7.783,27542157562
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.667471,7.774,8.340,2.680,10.966,22.474,27542094044
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.682029,8.207,8.340,0.155,0.582,7.915,27542239633
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.676923,9.453,8.354,1.532,10.132,21.376,27542188571
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.690381,8.352,8.354,0.710,0.893,7.918,27542323153
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.684485,7.562,8.338,2.600,11.608,22.152,27542264191
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.698812,8.430,8.338,0.169,1.435,7.825,27542407457
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,26.692936,42.315,41.691,0.167,0.780,13.734,27542348696
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.693357,8.872,8.356,2.734,11.307,21.636,27542352912
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.707253,8.441,8.356,0.174,1.694,7.740,27542491865
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.701898,8.540,8.345,2.795,11.152,21.441,27542438315
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.715416,8.163,8.345,0.151,1.874,7.922,27542573498
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.711718,9.821,8.336,1.347,9.625,19.956,27542536521
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.723927,8.511,8.336,0.172,1.717,7.747,27542658610
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.718933,7.215,8.345,2.439,10.990,21.086,27542608672
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.732019,8.092,8.345,0.120,0.510,8.000,27542739531
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.727698,8.765,8.341,2.261,11.041,20.662,27542696323
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.740627,8.608,8.341,0.398,0.749,7.733,27542825611
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,26.733771,40.835,41.721,0.096,2.033,14.621,27542757045
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.735556,7.858,8.346,3.220,11.532,21.150,27542774901
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.748886,8.259,8.346,0.190,0.705,7.821,27542908197
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.744767,9.211,8.360,2.326,10.602,20.299,27542867013
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.757286,8.400,8.360,0.230,0.650,7.780,27542992201
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.752741,7.973,8.330,2.650,10.977,20.656,27542946744
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.765595,8.309,8.330,0.179,0.630,7.801,27543075292
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.761434,8.693,8.320,2.293,10.816,20.283,27543033675
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.773837,8.242,8.320,0.213,0.602,7.879,27543157710
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.769670,8.236,8.344,2.605,11.319,20.391,27543116037
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.782274,8.437,8.344,0.210,0.540,7.787,27543242078
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,26.776016,42.246,41.697,0.107,2.029,14.072,27543179503
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.778329,8.659,8.343,2.681,10.919,20.075,27543202624
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.790556,8.282,8.343,0.674,0.664,7.848,27543324898
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.786677,8.348,8.373,2.594,11.073,20.100,27543286107
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.798876,8.321,8.373,0.226,0.643,7.900,27543408104
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.795245,8.568,8.340,2.503,11.273,19.871,27543371789
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.807327,8.451,8.340,0.167,0.890,7.789,27543492614
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.815560,8.232,8.345,0.190,1.566,7.901,27543574938
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,26.809534,33.517,33.410,0.129,1.835,13.964,27543514676
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.803637,8.392,16.687,2.892,11.716,28.166,27543455705
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.823973,8.413,8.342,0.368,1.422,7.830,27543659069
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.813405,9.768,8.363,1.972,10.214,26.761,27543553388
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.832247,8.274,8.363,0.152,1.463,7.920,27543741805
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,1,26.821016,7.611,0.000,2.638,10.930,0.000,27543629497
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.830045,9.029,8.332,1.924,10.190,18.453,27543719791
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.840628,8.382,8.332,0.359,1.324,7.870,27543825621
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.848859,8.231,8.334,0.191,0.490,7.972,27543907933
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.837496,7.451,16.705,2.781,11.256,27.706,27543794302
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.857375,8.516,8.371,0.163,0.399,7.827,27543993089
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,26.850732,41.198,41.721,0.127,0.621,14.487,27543926657
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.846623,9.127,8.328,2.145,10.883,26.907,27543885567
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.865479,8.104,8.328,0.094,0.684,8.051,27544074127
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.854940,8.317,8.342,2.912,11.431,26.932,27543968741
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.874139,8.661,8.342,0.192,0.673,7.733,27544160733
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,26.867388,16.656,16.686,0.140,0.734,14.517,27544093217
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.863709,8.769,8.338,2.676,11.310,26.501,27544056431
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.882378,8.239,8.338,0.151,0.916,7.832,27544243119
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.872546,8.836,8.350,2.505,10.942,26.015,27544144794
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.890684,8.306,8.350,0.535,0.458,7.876,27544326184
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.880841,8.296,8.364,2.684,11.384,26.084,27544227749
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.899100,8.416,8.364,0.151,1.616,7.824,27544410344
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,26.877245,9.858,25.051,0.125,17.243,29.711,27544191793
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,26.885901,8.655,0.001,0.170,8.868,21.057,27544278348
firefox.exe,7084,0x0000024608CE1060,DXGI,0,0,0,Composed: Flip,0,26.894317,8.416,0.001,0.143,0.716,12.641,27544362510
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.889439,8.598,8.334,2.821,12.255,25.819,27544313731
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.907515,8.415,8.334,0.158,0.414,7.743,27544494491
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,26.898514,9.075,8.337,3.198,12.825,25.081,27544404482
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,26.915801,8.285,8.337,0.143,1.002,7.795,27544577346
