Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsUntilRenderComplete,MsUntilDisplayed
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,2.827638,8.132,8.344,2.153,10.357,22.434
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.842236,8.371,8.344,0.147,0.992,7.837
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,2.836017,8.379,8.347,1.994,10.348,22.402
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.850716,8.480,8.347,0.156,1.129,7.704
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,2.844097,8.080,8.341,2.278,10.668,22.664
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.858923,8.208,8.341,0.166,1.169,7.838
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,2.852346,8.249,8.341,2.421,10.654,22.756
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.867252,8.329,8.341,0.145,1.096,7.850
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,2.860428,8.082,8.338,2.584,10.764,23.013
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.875564,8.311,8.338,0.160,0.959,7.877
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,2.868959,8.531,8.345,2.245,10.466,22.826
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.883926,8.363,8.345,0.183,0.750,7.859
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,2.877373,8.414,8.350,2.065,10.284,22.762
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.892237,8.310,8.350,0.203,0.720,7.899
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,2.886252,8.879,8.343,1.435,9.684,22.227
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.900589,8.353,8.343,0.147,0.663,7.890
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,2.893846,7.594,8.367,2.082,10.292,23.000
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.909025,8.436,8.367,0.177,0.457,7.820
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,2.902326,8.480,8.323,1.809,10.019,22.843
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.917311,8.286,8.323,0.154,0.864,7.858
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,2.909832,7.506,8.345,2.538,10.700,23.681
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.925692,8.381,8.345,0.193,0.682,7.822
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,2.918942,9.109,8.343,1.614,9.775,22.915
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.933981,8.289,8.343,0.147,0.676,7.876
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,2.926201,7.260,8.351,2.527,10.757,24.006
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.942461,8.481,8.351,0.237,0.347,7.746
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,2.934574,8.373,8.342,2.417,10.792,23.975
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.950799,8.338,8.342,0.214,0.483,7.750
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,2.942698,8.124,8.339,2.690,10.938,24.191
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.959051,8.251,8.339,0.206,0.423,7.838
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,2.951401,8.703,8.356,2.249,10.591,23.844
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.967278,8.228,8.356,0.167,0.587,7.966
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,2.959283,7.882,8.344,2.708,10.998,24.305
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.975625,8.347,8.344,0.132,0.501,7.963
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,2.968003,8.720,8.319,2.286,10.456,23.904
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.984062,8.437,8.319,0.203,1.694,7.844
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,2.976187,8.184,8.358,2.290,10.536,24.078
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,2.992493,8.431,8.358,0.181,1.528,7.772
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,2.985313,9.125,8.330,1.439,9.796,23.283
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.000837,8.344,8.330,0.185,1.572,7.758
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,2.992577,7.264,8.339,2.567,10.812,24.357
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.008901,8.065,8.339,0.111,0.399,8.033
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.001281,8.704,8.347,2.131,10.350,24.001
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.017284,8.382,8.347,0.175,1.646,7.998
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.009203,7.923,8.347,2.438,10.679,24.425
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.025543,8.259,8.347,0.103,1.441,8.085
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.017492,8.289,8.357,2.412,10.532,24.493
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.034361,8.818,8.357,0.175,0.959,7.624
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.025827,8.335,8.341,2.216,10.448,24.499
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.042494,8.133,8.341,0.170,1.008,7.832
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.034197,8.370,8.341,2.093,10.277,24.470
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.050857,8.363,8.341,0.144,1.041,7.809
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.042371,8.175,8.340,2.102,10.695,24.636
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.059165,8.308,8.340,0.155,1.123,7.841
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.050369,7.998,8.361,2.702,10.953,24.999
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.067755,8.590,8.361,0.191,0.873,7.613
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.058819,8.450,8.332,2.518,10.777,24.881
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.075858,8.103,8.332,0.159,0.948,7.842
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.067855,9.036,8.345,1.776,9.902,24.191
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.084237,8.380,8.345,0.201,0.725,7.808
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.075422,7.567,8.354,2.356,10.497,24.977
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.092503,8.265,8.354,0.147,0.631,7.897
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.083938,8.515,8.337,1.999,10.175,24.799
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.100969,8.466,8.337,0.151,0.481,7.768
AMD Ryzen Master.exe,16864,0x0000000000000000,Other,-1,0,0,Composed: Copy with GPU GDI,0,3.102954,932.630,934.551,0.000,1.764,14.132
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.091871,7.934,8.348,2.256,10.552,25.214
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.109239,8.270,8.348,0.171,0.951,7.847
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.100198,8.327,8.358,2.259,10.966,25.245
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.117583,8.345,8.358,0.198,0.774,7.860
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.108523,8.324,8.344,2.655,10.784,25.265
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.125997,8.413,8.344,0.215,0.525,7.791
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.117094,8.571,8.337,2.223,10.399,25.031
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.134528,8.531,8.337,0.191,0.983,7.598
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.125593,8.498,8.360,1.910,10.108,24.893
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.142745,8.218,8.360,0.171,0.435,7.740
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.134175,8.583,8.333,1.558,9.966,24.643
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.151053,8.307,8.333,0.185,0.367,7.766
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.141932,7.756,8.345,2.228,10.705,25.232
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.159327,8.275,8.345,0.146,0.632,7.836
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.150425,8.493,8.337,2.224,10.573,25.076
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.167816,8.489,8.337,0.175,1.120,7.684
AMD Ryzen Master.exe,16864,0x0000000000000000,Other,-1,0,0,Composed: Copy with GPU GDI,0,3.168838,65.884,66.743,0.000,0.676,14.991
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.158383,7.958,8.328,2.634,11.265,25.445
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.176063,8.246,8.328,0.163,0.989,7.766
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.167306,8.922,8.359,2.360,10.776,24.882
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.184392,8.329,8.359,0.198,1.009,7.796
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.175568,8.262,8.349,2.535,10.791,24.969
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.192644,8.252,8.349,0.186,0.966,7.893
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.184257,8.689,8.335,2.123,10.314,24.614
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.201108,8.464,8.335,0.178,0.651,7.763
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.192076,7.819,8.323,2.519,10.648,25.118
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.209328,8.219,8.323,0.167,0.517,7.867
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.200799,8.723,8.361,1.936,10.022,24.757
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.217661,8.333,8.361,0.241,1.055,7.895
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.208529,7.731,8.350,2.293,10.376,25.376
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.226060,8.399,8.350,0.148,0.902,7.846
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.217275,8.746,8.341,1.661,9.912,24.971
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.234411,8.352,8.341,0.155,1.072,7.835
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.225280,8.005,8.346,1.922,10.402,25.312
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.242763,8.352,8.346,0.169,0.938,7.829
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.234851,9.570,8.344,0.846,9.046,24.086
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.251131,8.368,8.344,0.143,0.944,7.805
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.241535,6.684,8.324,2.388,10.742,25.726
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.259414,8.282,8.324,0.157,0.875,7.847
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.250636,9.101,8.368,1.665,10.129,24.992
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.267818,8.405,8.368,0.166,0.856,7.810
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.258221,7.584,8.340,2.560,10.644,25.747
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.276090,8.272,8.340,0.197,0.730,7.878
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.266702,8.482,8.335,2.189,10.306,25.600
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.284382,8.292,8.335,0.152,0.455,7.921
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.274910,8.207,8.375,2.128,10.111,25.768
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.292678,8.296,8.375,0.131,0.308,8.000
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.283031,8.121,8.338,2.026,10.007,25.985
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.301225,8.548,8.338,0.151,0.374,7.790
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.291010,7.979,8.326,2.064,10.033,26.332
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.309479,8.254,8.326,0.152,0.425,7.863
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.300581,9.572,8.384,0.480,8.775,25.145
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.317843,8.364,8.384,0.163,1.369,7.883
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,1,3.306504,5.923,0.000,2.871,10.994,0.000
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.315260,8.756,8.305,2.258,10.457,18.771
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.326210,8.367,8.305,0.177,1.173,7.821
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.323331,8.071,8.335,2.327,10.446,19.036
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.334563,8.353,8.335,0.156,0.987,7.803
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.332217,8.886,8.336,1.577,9.807,18.486
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.342825,8.262,8.336,0.182,0.894,7.878
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.339803,7.587,8.340,2.240,10.375,19.240
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.351204,8.380,8.340,0.179,0.736,7.838
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.348304,8.501,8.350,1.895,10.092,19.088
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.359514,8.310,8.350,0.157,0.614,7.879
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.356235,7.931,8.348,2.150,10.486,19.506
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.367905,8.391,8.348,0.208,0.582,7.835
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.364350,8.115,8.346,2.404,10.588,19.737
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.376225,8.319,8.346,0.204,0.430,7.862
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.372444,8.095,8.357,2.503,10.908,19.999
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.384603,8.378,8.357,0.169,0.467,7.840
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.381095,8.651,8.357,2.268,10.479,19.705
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.392929,8.326,8.357,0.214,0.789,7.871
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.389573,8.478,8.332,2.005,10.188,19.559
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.401341,8.412,8.332,0.199,0.598,7.790
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.398497,8.924,8.349,1.275,9.401,18.984
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.409614,8.273,8.349,0.174,0.486,7.866
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.406529,8.032,8.354,1.388,9.569,19.305
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.418105,8.491,8.354,0.238,0.539,7.729
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.415331,8.802,8.330,0.772,8.976,18.833
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.426375,8.270,8.330,0.197,0.382,7.788
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.422946,7.615,8.363,1.361,9.680,19.580
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.434733,8.357,8.363,0.171,0.380,7.794
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.430940,7.993,8.351,1.705,10.096,19.938
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.443094,8.362,8.351,0.177,0.498,7.783
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.438487,7.547,8.315,2.567,10.900,20.705
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.451450,8.356,8.315,0.180,0.367,7.742
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.447144,8.657,8.347,2.249,10.636,20.395
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.459716,8.266,8.347,0.173,0.542,7.823
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.455457,8.314,8.348,2.348,10.862,20.430
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.468078,8.362,8.348,0.168,0.545,7.809
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.464075,8.618,8.343,2.250,10.645,20.154
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.476360,8.282,8.343,0.153,0.509,7.870
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.472397,8.321,8.354,2.350,10.563,20.187
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.484837,8.477,8.354,0.212,0.611,7.746
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.481369,8.972,8.344,1.604,9.699,19.559
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.493181,8.343,8.344,0.170,0.506,7.747
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.488727,7.358,8.327,2.363,10.727,20.528
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.501492,8.312,8.327,0.168,0.473,7.762
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.497282,8.555,8.367,2.193,10.340,20.340
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.509752,8.260,8.367,0.194,2.059,7.869
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.505133,7.852,8.332,2.510,10.619,20.820
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.518195,8.443,8.332,0.188,1.771,7.758
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.513867,8.734,8.340,1.907,10.101,20.426
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.526523,8.327,8.340,0.164,1.657,7.770
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.521451,7.584,8.350,2.542,10.793,21.192
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.534793,8.271,8.350,0.163,1.625,7.850
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.530436,8.985,8.341,1.798,10.002,20.548
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.543132,8.338,8.341,0.160,1.472,7.852
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.537969,7.533,8.343,2.498,10.620,21.358
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.551538,8.407,8.343,0.208,1.243,7.788
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.546127,8.158,8.345,2.503,10.772,21.545
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.559867,8.329,8.345,0.155,1.266,7.804
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.554410,8.284,8.358,2.547,10.923,21.619
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.568110,8.244,8.358,0.132,1.372,7.919
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.563105,8.695,8.325,2.226,10.359,21.249
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.576418,8.308,8.325,0.126,1.263,7.936
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.571657,8.552,8.343,1.830,10.023,21.041
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.584800,8.382,8.343,0.146,1.020,7.898
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.579549,7.893,8.343,2.153,10.231,21.491
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.593203,8.403,8.343,0.160,0.765,7.838
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.587684,8.135,8.344,2.118,10.318,21.701
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,3.601507,8.304,8.344,0.146,0.675,7.878
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,3.595508,7.824,8.359,2.525,10.681,22.236
