Application,ProcessID,SwapChainAddress,Runtime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsUntilRenderComplete,MsUntilDisplayed
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.221749,7.405,8.342,2.693,10.877,22.564
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.236453,8.335,8.342,0.149,0.356,7.860
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.230533,8.784,8.343,2.132,10.444,22.123
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.244801,8.348,8.343,0.157,1.436,7.855
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.238274,7.741,8.345,2.727,10.887,22.727
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.253224,8.423,8.345,0.171,1.270,7.777
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.247018,8.744,8.349,2.153,10.399,22.332
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.261542,8.318,8.349,0.189,1.093,7.808
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.254881,7.863,8.344,2.548,10.635,22.813
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.269827,8.285,8.344,0.180,1.020,7.866
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.263292,8.411,8.339,2.256,10.369,22.741
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.278174,8.346,8.339,1.194,1.163,7.859
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.271471,8.179,8.344,2.198,10.578,22.905
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.286496,8.322,8.344,0.187,0.830,7.880
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.280021,8.550,8.353,2.047,10.188,22.709
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.295141,8.645,8.353,0.316,0.810,7.588
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.287752,7.732,8.338,2.475,10.594,23.314
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.303309,8.168,8.338,0.203,0.818,7.758
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.296215,8.462,8.364,2.146,10.193,23.216
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.311677,8.367,8.364,0.170,0.559,7.755
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.304204,7.989,8.343,2.215,10.380,23.570
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.319978,8.301,8.343,0.242,0.440,7.796
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.312612,8.409,8.328,1.953,10.280,23.490
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.328296,8.318,8.328,0.943,0.926,7.806
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.320412,7.800,8.358,2.503,11.001,24.048
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.336446,8.150,8.358,0.131,0.710,8.014
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.328761,8.349,8.335,2.667,10.862,24.034
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.345177,8.730,8.335,0.218,1.618,7.619
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.337119,8.358,8.327,2.494,10.614,24.003
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.353419,8.242,8.327,0.266,1.522,7.704
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.345829,8.710,8.343,1.921,10.085,23.636
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.361700,8.281,8.343,0.189,1.505,7.765
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.353531,7.701,8.372,2.375,10.686,24.307
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.369991,8.291,8.372,0.243,1.538,7.846
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.361907,8.376,8.310,2.309,10.580,24.240
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.378473,8.481,8.310,0.778,1.336,7.674
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.369863,7.957,8.361,2.642,10.900,24.645
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.386629,8.156,8.361,0.217,1.322,7.879
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.378391,8.528,8.328,2.392,10.523,24.444
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.395048,8.419,8.328,0.249,1.050,7.787
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.386677,8.286,8.359,2.251,10.434,24.517
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.403326,8.278,8.359,0.155,0.944,7.868
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.394570,7.893,8.338,2.571,10.672,24.962
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.411613,8.287,8.338,0.194,0.874,7.920
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.402995,8.425,8.351,2.256,10.469,24.889
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.420017,8.404,8.351,0.165,0.768,7.867
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.410765,7.770,8.362,2.725,10.966,25.481
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.428391,8.374,8.362,0.218,0.587,7.855
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.419351,8.586,8.330,2.405,10.796,25.225
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.436716,8.325,8.330,0.135,0.629,7.860
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.427713,8.363,8.346,2.453,10.665,25.209
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.445107,8.391,8.346,0.158,0.563,7.815
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.436013,8.299,8.344,2.377,10.610,25.253
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.453461,8.354,8.344,0.178,0.457,7.805
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.443759,7.747,8.353,2.896,11.137,25.859
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.461752,8.291,8.353,0.174,0.443,7.867
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.452623,8.863,8.336,2.285,10.660,25.332
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.470180,8.428,8.336,0.149,1.044,7.774
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.460624,8.001,8.334,2.671,10.793,25.664
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.478489,8.309,8.334,0.196,0.868,7.799
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.469820,9.196,8.362,1.629,9.725,24.830
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.486754,8.264,8.362,0.159,0.692,7.897
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.477072,7.252,8.347,2.517,10.568,25.925
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.495180,8.426,8.347,0.217,0.448,7.818
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.485940,8.867,8.349,1.732,10.074,25.407
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.503530,8.350,8.349,0.179,0.501,7.817
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.493314,7.374,8.338,2.702,10.963,26.372
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.511915,8.384,8.338,0.167,0.507,7.771
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.502150,8.836,8.330,2.166,10.476,25.866
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.520245,8.330,8.330,0.171,0.351,7.770
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.510054,7.904,8.334,2.601,10.626,26.296
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.528529,8.284,8.334,0.174,0.331,7.820
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.518387,8.333,8.347,2.564,10.885,26.309
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.536848,8.318,8.347,0.142,0.420,7.848
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.526478,8.091,8.354,2.821,11.034,26.572
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.545275,8.427,8.354,0.295,0.602,7.775
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.535727,9.249,8.358,1.806,9.534,25.681
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.553562,8.287,8.358,0.168,0.484,7.846
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.543172,7.445,8.323,2.112,10.277,26.559
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.561911,8.349,8.323,0.263,1.506,7.820
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.551242,8.069,8.356,2.241,10.395,26.846
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.570244,8.333,8.356,0.172,1.460,7.843
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.559273,8.031,8.328,2.392,10.652,27.142
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.578660,8.416,8.328,0.314,1.281,7.755
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,1,11.567537,8.264,0.000,2.409,10.673,0.000
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.575843,8.306,8.357,2.392,10.506,18.928
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.586906,8.246,8.357,0.153,1.157,7.865
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.584490,8.646,8.325,1.877,10.002,18.607
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.595263,8.356,8.325,0.160,0.959,7.834
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.591948,7.458,8.347,2.563,10.620,19.496
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.603601,8.339,8.347,0.157,0.737,7.842
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.600939,8.991,8.341,1.645,9.879,18.846
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.611909,8.308,8.341,0.154,0.700,7.876
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.608532,7.593,8.362,2.300,10.585,19.615
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.620281,8.372,8.362,0.162,0.543,7.866
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.616896,8.363,8.327,2.234,10.361,19.578
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.628648,8.367,8.327,0.945,0.871,7.826
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.624857,7.961,8.337,2.413,10.890,19.954
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.636987,8.339,8.337,0.167,0.557,7.823
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.633537,8.680,8.366,2.223,10.505,19.640
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.645319,8.332,8.366,1.005,0.995,7.858
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.641750,8.213,8.338,2.292,10.612,19.765
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.653699,8.380,8.338,0.191,0.404,7.816
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.650283,8.533,8.356,2.097,10.461,19.588
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.662005,8.306,8.356,0.143,0.509,7.866
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.658123,7.840,8.332,2.623,10.897,20.080
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.670351,8.346,8.332,0.136,0.442,7.852
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.666654,8.531,8.343,2.383,10.612,19.892
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.678709,8.358,8.343,0.908,0.883,7.838
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.675062,8.408,8.356,2.223,10.553,19.840
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.686997,8.289,8.356,0.156,0.739,7.905
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.683237,8.175,8.338,2.398,10.522,20.004
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.695504,8.506,8.338,0.917,0.856,7.737
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.691376,8.139,8.347,2.398,10.743,20.212
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.703798,8.294,8.347,0.184,0.373,7.790
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.699706,8.330,8.350,2.403,10.766,20.232
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.712127,8.329,8.350,0.204,0.457,7.811
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.708016,8.310,8.341,2.482,10.760,20.263
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.720576,8.449,8.341,0.187,0.691,7.703
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.716503,8.488,8.336,2.284,10.502,20.111
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.728903,8.326,8.336,0.688,0.710,7.712
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.724769,8.266,8.345,2.250,10.513,20.191
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.737124,8.222,8.345,0.166,0.466,7.835
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.733204,8.435,8.347,2.089,10.438,20.103
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.745656,8.532,8.347,1.030,0.999,7.651
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.741532,8.328,8.348,2.112,10.548,20.123
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.753904,8.248,8.348,0.176,0.576,7.750
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.749923,8.392,8.329,2.164,10.332,20.061
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.762245,8.341,8.329,0.238,0.585,7.739
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.757965,8.041,8.360,2.313,10.483,20.380
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.770515,8.269,8.360,0.137,0.346,7.830
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.766185,8.220,8.345,2.283,10.600,20.505
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.779052,8.538,8.345,0.796,2.003,7.638
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.775927,9.742,8.340,0.881,9.148,19.103
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.787223,8.170,8.340,0.157,0.375,7.808
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.783257,7.330,8.354,1.843,10.127,20.128
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.795417,8.195,8.354,1.058,1.035,7.967
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.790983,7.726,8.347,2.418,10.805,20.748
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.803685,8.268,8.347,0.158,0.591,8.046
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.799293,8.310,8.336,2.511,10.755,20.775
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.812139,8.454,8.336,0.293,0.448,7.929
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.807590,8.297,8.366,2.477,10.811,20.843
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.820614,8.475,8.366,0.179,1.962,7.819
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.816334,8.743,8.320,2.101,10.292,20.420
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.829153,8.538,8.320,0.677,1.706,7.601
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.824310,7.976,8.360,2.335,10.561,20.804
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.837343,8.191,8.360,0.184,1.617,7.771
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.833007,8.698,8.342,1.879,10.165,20.449
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.845704,8.361,8.342,0.798,1.646,7.752
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.840871,7.864,8.337,2.317,10.532,20.922
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.853956,8.252,8.337,0.148,1.671,7.836
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.849111,8.240,8.340,2.304,10.537,21.021
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.862263,8.306,8.340,0.365,1.565,7.870
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.857043,7.932,8.338,2.621,10.822,21.427
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.870601,8.338,8.338,0.174,1.376,7.870
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.865649,8.606,8.337,2.205,10.367,21.158
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.878806,8.205,8.337,0.564,1.365,8.002
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.873709,8.060,8.346,2.303,10.508,21.445
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.887267,8.461,8.346,0.171,1.033,7.887
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.881930,8.221,8.346,2.286,10.330,21.570
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.895631,8.364,8.346,0.750,0.824,7.869
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.889980,8.050,8.350,2.300,10.702,21.870
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.903993,8.362,8.350,0.164,0.842,7.857
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.898240,8.261,8.334,2.465,10.570,21.943
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.912473,8.480,8.334,0.306,0.535,7.710
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.906890,8.649,8.353,1.938,10.842,21.647
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.920668,8.195,8.353,0.144,1.241,7.869
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.914997,8.107,8.339,2.752,10.986,21.880
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.929124,8.456,8.339,0.323,1.037,7.752
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.923374,8.378,8.342,2.622,10.783,21.844
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.937174,8.050,8.342,0.137,1.156,8.044
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.932511,9.136,8.365,1.662,10.018,21.072
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.945753,8.579,8.365,0.774,0.975,7.830
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.940083,7.572,8.332,2.486,10.795,21.832
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.954077,8.324,8.332,0.150,0.946,7.838
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.948769,8.686,8.345,2.122,10.328,21.491
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.962512,8.435,8.345,0.203,0.743,7.748
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.956646,7.877,8.339,2.461,10.646,21.953
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.970753,8.242,8.339,0.153,0.754,7.845
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.965176,8.530,8.347,2.116,10.327,21.769
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.979123,8.370,8.347,0.667,0.671,7.822
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.973582,8.406,8.342,1.941,10.219,21.705
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.987420,8.296,8.342,0.160,0.494,7.867
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.981883,8.300,8.369,1.930,10.131,21.773
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,11.995824,8.404,8.369,0.533,1.377,7.832
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.989809,7.926,8.337,2.221,10.378,22.184
dwm.exe,1520,0x000001927FEB15A0,DXGI,1,0,0,Hardware: Legacy Flip,0,12.004162,8.339,8.337,0.148,1.279,7.830
GRB.exe,13456,0x000002604A44FD30,DXGI,0,0,0,Composed: Copy with GPU GDI,0,11.997832,8.023,8.329,2.381,10.560,22.490
